Musical,Song,Text
Company,Someone Is Waiting,Someone will hold me
Company,Someone Is Waiting,Soft as Jenny
Company,Someone Is Waiting,Skinny and blue-eyed as Amy
Company,Someone Is Waiting,Susan
Company,Someone Is Waiting,Someone will wake me
Company,Someone Is Waiting,Sweet as Amy
Company,Someone Is Waiting,Tender and foolish as Sarah
Company,Someone Is Waiting,Joanne
Company,Someone Is Waiting,Did I know her?
Company,Someone Is Waiting,Have I waited too long?
Company,Someone Is Waiting,"Maybe so, but maybe so has she"
Company,Someone Is Waiting,"My blue-eyed Sarah, warm Joanne"
Company,Someone Is Waiting,"Sweet Jenny, loving Susan"
Company,Someone Is Waiting,"Crazy Amy, wait for me"
Company,Someone Is Waiting,"I’ll hurry, wait for me"
Company,Someone Is Waiting,"Hurry, wait for me"
Company,Someone Is Waiting,Hurry... wait
Company,Another Hundred People,Another hundred people just got off of the train
Company,Another Hundred People,And came up through the ground while
Company,Another Hundred People,Another hundred people just got off of the bus
Company,Another Hundred People,And are looking around at
Company,Another Hundred People,Another hundred who got off of the plane
Company,Another Hundred People,And are looking at us
Company,Another Hundred People,Who got off of the train
Company,Another Hundred People,And the plane and the bus
Company,Another Hundred People,Maybe yesterday
Company,Another Hundred People,It’s a city of strangers
Company,Another Hundred People,"Some come to work, some to play"
Company,Another Hundred People,A city of strangers
Company,Another Hundred People,"Some come to stare, some to stay"
Company,Another Hundred People,"And every day, the ones who stay..."
Company,Another Hundred People,Can find each other in the crowded streets
Company,Another Hundred People,And the guarded parks
Company,Another Hundred People,By the rusty fountains and the dusty trees
Company,Another Hundred People,With the battered barks
Company,Another Hundred People,And they walk together past the postered walls
Company,Another Hundred People,With the crude remarks
Company,Another Hundred People,And they meet at parties with the friends of friends
Company,Another Hundred People,Who they never know
Company,Another Hundred People,“Will you pick it up or should I meet you there?”
Company,Another Hundred People,“Shall we let it go?”
Company,Another Hundred People,“Did you get my message
Company,Another Hundred People,Cause I looked in vain?”
Company,Another Hundred People,“Can we see each other Tuesday
Company,Another Hundred People,If it doesn’t rain?”
Company,Another Hundred People,"“Look, I’ll call you in the morning"
Company,Another Hundred People,Or my service will explain”
Company,Another Hundred People,And another hundred people just got off of the train
Company,Another Hundred People,I didn’t come right to New York
Company,Another Hundred People,I went to Northwestern University for two years
Company,Another Hundred People,But it was a pitiful mistake
Company,Another Hundred People,I was on probation the whole two years
Company,Another Hundred People,I was getting ready to go back to Shaker Heights
Company,Another Hundred People,When I decided where I really wanted to live
Company,Another Hundred People,More than any other place
Company,Another Hundred People,Was Radio City
Company,Another Hundred People,I thought it was a wonderful little city
Company,Another Hundred People,Near New York
Company,Another Hundred People,So I came here
Company,Another Hundred People,I’m very dumb
Company,Another Hundred People,I find you very interesting
Company,Another Hundred People,Well... I’m just not
Company,Another Hundred People,I used to think I was so odd
Company,Another Hundred People,But my roommate is the same way
Company,Another Hundred People,He’s also very dumb
Company,Another Hundred People,Oh?
Company,Another Hundred People,You never mentioned him
Company,Another Hundred People,Is he... your lover?
Company,Another Hundred People,No
Company,Another Hundred People,We just share this great big apartment
Company,Another Hundred People,On West End Avenue
Company,Another Hundred People,"I’d show it to you, but we’ve never had company"
Company,Another Hundred People,He’s the sweetest thing actually
Company,Another Hundred People,I think he likes the arrangement
Company,Another Hundred People,"I don’t know, though, we never discuss it"
Company,Another Hundred People,"He was born in New York, so..."
Company,Another Hundred People,Nothing really interests him
Company,Another Hundred People,I don’t have anything more to say
Company,Another Hundred People,And they find each other in the crowded streets
Company,Another Hundred People,And the guarded parks
Company,Another Hundred People,By the rusty fountains and the dusty trees
Company,Another Hundred People,With the battered barks
Company,Another Hundred People,And they walk together past the postered walls
Company,Another Hundred People,With the crude remarks
Company,Another Hundred People,And they meet at parties with the friends of friends
Company,Another Hundred People,Who they never know
Company,Another Hundred People,“Will you pick it up or should I meet you there?”
Company,Another Hundred People,“Shall we let it go?”
Company,Another Hundred People,“Did you get my message
Company,Another Hundred People,Cause I looked in vain?”
Company,Another Hundred People,“Can we see each other Tuesday
Company,Another Hundred People,If it doesn’t rain?”
Company,Another Hundred People,"“Look, I’ll call you in the morning"
Company,Another Hundred People,Or my service will explain”
Company,Another Hundred People,And another hundred people just got off of the train
